0.011000, 9.430000
0.068000, 9.460000
0.124000, 9.430000
0.182000, 9.330000
0.239000, 9.430000
0.295000, 9.380000
0.353000, 9.590000
0.409000, 9.580000
0.466000, 9.390000
0.523000, 9.370000
0.580000, 9.540000
0.636000, 9.510000
0.694000, 9.470000
0.750000, 9.650000
0.807000, 9.500000
0.865000, 9.520000
0.921000, 9.640000
0.978000, 9.640000
1.035000, 9.620000
1.092000, 9.710000
1.148000, 9.640000
1.206000, 9.820000
1.263000, 9.810000
1.319000, 9.880000
1.377000, 9.690000
1.433000, 9.770000
1.490000, 9.800000
1.548000, 9.820000
1.604000, 9.750000
1.661000, 9.680000
1.718000, 9.770000
1.775000, 9.900000
1.832000, 9.880000
1.889000, 9.810000
1.946000, 9.850000
2.002000, 9.610000
2.060000, 9.780000
2.116000, 9.770000
2.173000, 9.880000
2.231000, 9.650000
2.287000, 9.930000
2.344000, 9.590000
2.401000, 9.890000
2.458000, 9.690000
2.515000, 9.710000
2.572000, 9.770000
2.629000, 9.620000
2.685000, 9.660000
2.743000, 9.670000
2.800000, 9.910000
2.856000, 9.590000
2.914000, 9.570000
2.970000, 9.550000
3.027000, 9.570000
3.085000, 9.630000
3.141000, 9.420000
3.198000, 9.610000
3.255000, 9.340000
3.312000, 9.570000
3.369000, 9.440000
3.426000, 9.520000
3.483000, 9.450000
3.539000, 9.450000
3.597000, 9.440000
3.654000, 9.390000
3.710000, 9.480000
3.768000, 9.150000
3.824000, 9.240000
3.881000, 9.520000
3.938000, 9.370000
3.995000, 9.400000
4.052000, 9.370000
4.109000, 9.330000
4.166000, 9.550000
4.222000, 9.380000
4.280000, 9.310000
4.337000, 9.510000
4.393000, 9.440000
4.451000, 9.550000
4.507000, 9.470000
4.564000, 9.500000
4.622000, 9.500000
4.678000, 9.660000
4.736000, 9.440000
4.792000, 9.610000
4.849000, 9.710000
4.907000, 9.600000
4.963000, 9.690000
5.020000, 9.650000
5.076000, 9.610000
5.134000, 9.790000
5.190000, 9.800000
5.248000, 9.630000
5.305000, 9.800000
5.361000, 9.780000
5.419000, 9.750000
5.476000, 9.840000
5.532000, 9.730000
5.590000, 9.750000
5.646000, 9.920000
5.703000, 10.020000
5.761000, 9.730000
5.817000, 9.880000
5.874000, 9.830000
5.931000, 9.750000
5.988000, 9.920000
6.045000, 9.790000
6.102000, 9.750000
6.159000, 10.050000
6.215000, 9.740000
6.273000, 9.810000
6.330000, 9.910000
6.386000, 9.490000
6.444000, 9.990000
6.500000, 9.770000
6.557000, 9.970000
6.615000, 9.620000
6.671000, 9.820000
6.728000, 9.580000
6.785000, 9.720000
6.842000, 9.880000
6.899000, 9.640000
6.956000, 9.760000
7.013000, 9.610000
7.069000, 9.700000
7.127000, 9.640000
7.184000, 9.610000
7.240000, 9.890000
7.298000, 9.550000
7.354000, 9.660000
7.411000, 9.610000
7.469000, 9.620000
7.525000, 9.590000
7.582000, 9.500000
7.639000, 9.580000
7.696000, 9.560000
7.753000, 9.500000
7.810000, 9.480000
7.867000, 9.470000
7.923000, 9.510000
7.981000, 9.520000
8.038000, 9.490000
8.094000, 9.530000
8.152000, 9.420000
8.208000, 9.480000
8.265000, 9.510000
8.322000, 9.480000
8.379000, 9.520000
8.436000, 9.340000
8.493000, 9.460000
8.550000, 9.500000
8.606000, 9.350000
8.664000, 9.480000
8.721000, 9.430000
8.777000, 9.420000
8.835000, 9.300000
8.891000, 9.460000
8.948000, 9.370000
9.005000, 9.370000
9.062000, 9.430000
9.119000, 9.410000
9.176000, 9.340000
9.233000, 9.520000
9.289000, 9.530000
9.347000, 9.390000
9.404000, 9.600000
