0.060010,2.193994,0.400450
0.925627,4.814259,0.752671
2.179878,7.368874,1.087533
3.566852,9.852675,1.404047
5.107787,12.351813,1.811430
6.998697,14.898632,2.348906
9.477313,17.528720,2.813688
12.298540,19.900883,3.284054
14.949209,21.681691,3.538620
17.213843,23.066321,3.437544
19.102759,24.123802,3.134133
20.955059,24.901224,2.840776
22.650651,25.461606,2.382988
23.954001,25.665318,1.671575
24.761514,25.477888,0.733497
25.005505,24.966760,-0.503863
24.764978,24.098596,-2.003045
24.327803,22.969056,-3.505623
23.960127,21.654565,-4.946462
23.412106,20.156922,-6.429604
22.517449,18.233151,-7.950162
21.282456,15.969603,-9.423610
20.180381,13.564708,-10.700303
19.251495,11.302098,-11.870686
18.221640,9.229713,-12.976585
16.782170,7.042551,-14.036252
14.919203,4.632657,-15.021003
13.036153,2.559130,-15.895998
11.022967,0.968502,-16.599400
8.951209,-0.004437,-17.195274
6.849673,-0.719293,-17.809520
4.704909,-1.516548,-18.371486
2.633814,-2.290741,-18.814892
0.748300,-2.657030,-19.216947
-1.006323,-2.599845,-19.503762
-2.677923,-2.369268,-19.762193
-4.073750,-2.059388,-20.039721
-5.246157,-1.547384,-20.326336
-6.154209,-0.574456,-20.559896
-6.774461,0.873900,-20.810755
-7.231603,2.521409,-21.125759
-7.632039,4.080700,-21.539261
-8.136994,5.443953,-21.889608
-8.720242,6.910312,-22.313664
-9.036181,8.875985,-22.768091
-8.631418,11.390074,-23.189501
-7.325833,14.353919,-23.823756
-5.848713,17.234815,-24.483600
-4.737902,19.798188,-25.197215
-3.537726,22.405901,-25.902893
-1.632599,25.182968,-26.497829
0.793577,27.887447,-27.132001
3.118242,30.237814,-27.705506
4.897875,32.056707,-28.312464
6.279934,33.358533,-29.024353
7.307896,34.078442,-29.786877
8.174020,34.379463,-30.492222
9.057145,34.444647,-31.133664
10.008173,34.341503,-31.795399
10.968735,33.975289,-32.485224
11.866583,33.435546,-33.150938
12.696448,32.819531,-33.830579
13.534027,32.250920,-34.773463
14.262586,31.609015,-36.021139
14.735124,30.725834,-37.443192
15.000944,29.466083,-38.658229
15.042902,27.844696,-39.885023
14.841544,25.842676,-41.107614
14.606390,23.819074,-42.445731
14.303347,21.928237,-43.673915
13.872304,20.129762,-44.726828
13.189843,18.481179,-45.834260
12.244283,16.745168,-46.659750
11.210504,14.970884,-47.048266
10.244228,13.568208,-47.180036
9.415192,12.540087,-47.191733
8.545051,11.753349,-47.033265
7.374720,10.978960,-46.531779
5.980212,10.330124,-45.526585
4.746185,10.068496,-43.912860
3.765904,10.077767,-41.762455
2.994348,9.950210,-39.767493
2.178901,9.381479,-37.943140
0.915413,8.633916,-36.113752
-0.414871,8.100415,-34.103954
-1.354315,8.081733,-32.136619
-1.674984,8.530586,-30.154879
-1.794209,9.318983,-28.189639
-2.437682,9.537095,-25.639235
-3.626546,9.264650,-23.065119
-4.939669,8.918433,-20.491682
-5.622860,8.957037,-17.848867
-5.854608,9.645540,-15.555198
-6.171236,10.469544,-12.834406
-6.330528,11.720089,-10.472725
-6.144772,13.020930,-8.131942
-5.384709,13.825854,-5.983427
-4.571267,13.706312,-3.531633
-3.927264,13.313211,-1.042075
-3.244283,13.438433,1.038891
-2.453506,13.764420,3.144412
-1.445660,13.932198,5.060573
-0.746434,13.340021,7.111404
-0.566128,12.218591,9.172181
-0.432912,11.148372,11.123935
-0.260499,9.879126,13.466631
-0.015673,8.761580,15.739573
0.367553,7.976482,18.003292
0.937177,7.704450,19.891204
1.519072,7.459578,21.960466
1.798355,7.362287,23.757992
2.042352,7.612593,25.358603
2.460270,8.073678,26.678726
2.702886,8.679206,27.471356
2.686594,9.121735,27.735148
2.499572,9.110228,27.805726
2.243113,8.970560,27.663127
1.882434,9.080194,27.095235
1.430468,9.502344,25.879022
0.855450,10.085632,23.768871
0.433499,10.562024,20.466031
-0.640727,10.376407,17.822014
-2.114026,10.402273,14.775469
-3.884584,10.821509,11.059070
-5.429442,11.624924,5.911950
-8.014411,11.509377,3.228754
-10.830110,11.002910,0.855849
-13.517483,10.486626,-1.455190
-15.044888,10.495355,-4.637870
-16.070133,10.405655,-8.470342
-16.954398,9.550527,-11.621008
-17.893841,8.396016,-13.880887
-18.616696,7.468793,-15.587971
-18.941316,7.126209,-18.067055
-18.718525,6.587091,-22.027105
-18.665800,4.818235,-26.162704
-19.375794,2.688621,-28.264562
-20.152239,1.704806,-30.457718
-20.166430,1.799718,-34.056001
-20.067321,1.268527,-37.740001
-20.343391,-0.755729,-40.678490
-21.107583,-2.924040,-43.610410
-21.712975,-4.099029,-46.661301
-22.054965,-4.427539,-49.142553
-22.651401,-4.913964,-51.151369
-24.112756,-6.044323,-52.495455
-25.913104,-6.640208,-54.105189
-28.222921,-6.320637,-55.343322
-31.379335,-5.714275,-55.630106
-34.880666,-5.410423,-55.261247
-38.124109,-5.268793,-54.851361
-41.009736,-4.643762,-54.831478
-44.067996,-3.449375,-54.891992
-47.402703,-2.215795,-54.624870
-50.527237,-1.390046,-54.307163
-53.565698,-0.642877,-54.527722
-56.739924,0.403607,-55.028414
-60.310864,1.637381,-55.121370
-63.685149,2.718508,-54.865542
-66.478539,3.453963,-55.099500
-69.093537,4.279853,-55.848059
-71.903605,5.203991,-56.734934
-75.169956,6.310327,-56.991269
